osmid	x	y	primary
256746584	-21.7565047	64.1586404	False
256746587	-21.7531397	64.159221	False
256746590	-21.7511111	64.1592486	False
256746650	-21.7485791	64.1620394	False
256845593	-21.7499053	64.1595123	False
256845597	-21.7483076	64.1606186	False
256845601	-21.7482848	64.161729	False
256845611	-21.7524287	64.159834	False
257168342	-21.7514104	64.1598296	False
257168350	-21.7473379	64.1605693	False
257168476	-21.7799805	64.1460765	False
257168478	-21.7804433	64.1464941	False
257168510	-21.7792376	64.1478731	False
257168511	-21.7781923	64.1479189	False
257168515	-21.7746283	64.1474887	False
257168547	-21.783707	64.147614	False
257168551	-21.781991	64.1456578	False
257168555	-21.7785298	64.1468123	False
257168557	-21.776353	64.1465376	False
257168558	-21.7766048	64.1461815	False
257168559	-21.7769284	64.1457631	False
257168590	-21.7915111	64.1491017	False
257168606	-21.791965	64.1497676	False
257168641	-21.7906803	64.1482243	False
257168643	-21.790006	64.1489303	False
257168647	-21.7845273	64.1454715	False
257168654	-21.7861578	64.146065	False
257168753	-21.7738815	64.1418077	True
257168754	-21.7748668	64.1416616	True
257168756	-21.7786584	64.1408211	True
257168759	-21.7844071	64.1397639	True
257168787	-21.7810294	64.1384754	False
257168789	-21.7812654	64.1395653	False
257168790	-21.7817654	64.1386018	False
257168794	-21.7751479	64.1398251	False
257168798	-21.7770515	64.1396902	False
257168800	-21.778016	64.1396983	False
257168801	-21.7786204	64.1394456	False
257168806	-21.7771602	64.1388469	False
257168807	-21.7966867	64.1357636	False
257168808	-21.7985151	64.1361161	False
257168809	-21.7959824	64.1370088	False
257168810	-21.7983866	64.1377817	False
257168811	-21.7844265	64.1351018	False
257168812	-21.7847874	64.1354987	False
257168834	-21.7755176	64.1383259	False
257168839	-21.7783022	64.1364068	False
257168846	-21.7737868	64.1351882	False
257168854	-21.7720743	64.1381495	False
257168943	-21.773839	64.1364293	False
257168955	-21.772681	64.1361277	False
257168957	-21.7719086	64.1359585	False
257168966	-21.7751033	64.1356192	False
257168977	-21.7760755	64.1366851	False
257168980	-21.7773059	64.1368099	False
257168982	-21.7781388	64.1368944	False
257169055	-21.7710668	64.1366596	False
257169067	-21.7760747	64.1357332	False
257169118	-21.7764588	64.1349319	False
257169125	-21.7771443	64.1350747	False
257175558	-21.9435765	64.145866	False
257911752	-21.88148	64.0787522	True
257911756	-21.8792735	64.0814733	True
257913593	-21.9480407	64.0582089	False
257913624	-21.9507518	64.0559926	False
257913638	-21.9480173	64.055542	False
257913663	-21.9477428	64.0575488	False
257913666	-21.9466213	64.0559191	False
257914047	-21.940551	64.0560994	False
257914048	-21.9412414	64.0560309	False
257914071	-21.9463881	64.070331	False
257914124	-21.9463813	64.0827889	True
257914132	-21.943336	64.0779207	False
257914167	-21.9462915	64.079982	False
257914169	-21.9439608	64.0799107	False
257921576	-21.9474231	64.0781246	False
257921699	-21.8903471	64.0886774	False
257921730	-21.8996367	64.0914969	False
257921731	-21.8980547	64.091386	False
257921734	-21.8948542	64.0903941	False
257922005	-21.898446	64.0908001	False
257922008	-21.9021237	64.0904344	False
257922022	-21.8980473	64.1017691	True
257922023	-21.9011947	64.1016946	True
258018655	-21.8958217	64.095874	False
258018658	-21.8946824	64.0960772	False
258018695	-21.8961129	64.0958963	False
258018698	-21.8957938	64.0958122	False
258018830	-21.8955443	64.09571	False
258018836	-21.8947116	64.0941365	False
258018850	-21.8956773	64.0936415	False
258018851	-21.8956148	64.0935314	False
258018904	-21.8946273	64.0918628	False
258018906	-21.8954852	64.0930166	False
258018950	-21.9004706	64.0929725	False
258919274	-21.761905	64.1340169	False
259008781	-21.9631147	64.1464019	False
260153875	-21.7574702	64.1243997	False
260153880	-21.7555839	64.1249905	False
260153881	-21.7548566	64.1253782	False
260153882	-21.7548027	64.126725	False
260153922	-21.7571957	64.1250348	False
260154015	-21.7542112	64.1248447	False
260154016	-21.7549749	64.1247485	False
260154017	-21.75556	64.1248332	False
260154071	-21.754682	64.1244765	False
260154147	-21.7532166	64.1252571	False
260154150	-21.7546077	64.125373	False
260154268	-21.754916	64.1250363	False
260154377	-21.7523522	64.1263676	False
260154378	-21.7539855	64.1259818	False
260154380	-21.7548439	64.1258533	False
260154422	-21.7540925	64.1265494	False
260154489	-21.7520158	64.1261756	False
260154549	-21.7531971	64.1265725	False
260154636	-21.7542585	64.1257346	False
260154637	-21.7538161	64.1258452	False
260154641	-21.7532344	64.1261641	False
266160009	-21.7731872	64.0991279	False
266160298	-21.7784451	64.1006169	False
267333389	-21.9615384	64.1493857	False
267333391	-21.9642302	64.1506577	True
267333546	-21.9590434	64.1480992	False
267333551	-21.9610097	64.1491223	False
267333720	-21.960283	64.14961	False
267333934	-21.9632328	64.1490831	False
267333936	-21.9643595	64.1488913	False
267333939	-21.9652795	64.1488704	False
267333960	-21.963935	64.1495495	False
267333969	-21.9650098	64.1495596	False
267333994	-21.965884	64.1494224	False
267334264	-21.9614608	64.150346	False
267334442	-21.9617745	64.1488171	False
267334443	-21.9622334	64.1485747	False
267334518	-21.9629514	64.148234	False
267334611	-21.9626803	64.1483408	False
268746435	-21.9623831	64.1490051	False
268746532	-21.9614286	64.1491827	False
268750286	-21.9636751	64.1487648	False
268750320	-21.9615911	64.1476974	False
268750360	-21.9609471	64.1478354	False
268750395	-21.9602519	64.1479924	False
269072735	-21.9632314	64.1472409	False
269072737	-21.9653663	64.1468034	False
269072750	-21.9667998	64.1484195	False
269072756	-21.9646193	64.1461226	False
269072757	-21.9663217	64.1476093	False
269072764	-21.959308	64.1497838	True
269072774	-21.9505155	64.1440518	True
269072775	-21.9515711	64.1445908	True
269072778	-21.9550642	64.1464093	True
269072780	-21.957427	64.1475996	True
269072782	-21.9576981	64.1478722	True
269072791	-21.9643271	64.1507198	True
269072796	-21.9712439	64.1496811	True
269072798	-21.9740878	64.149809	True
269072800	-21.9770998	64.1500131	True
269072804	-21.9799598	64.1503529	True
269072807	-21.9818909	64.1508058	True
269072809	-21.9836759	64.1514074	True
269072820	-21.9841139	64.1511446	True
269072827	-21.9837828	64.1513582	True
269072829	-21.9849512	64.1509811	False
269072831	-21.9863513	64.15077	False
269072832	-21.9837045	64.1513278	True
269072833	-21.9835886	64.1513767	True
271299404	-21.7449638	64.1286747	False
271299486	-21.747626	64.1279151	False
271299542	-21.7450385	64.1280504	False
271299645	-21.7428352	64.1287864	False
271299714	-21.7408015	64.1280937	False
271299786	-21.7428685	64.1283564	False
271299788	-21.7390367	64.1278567	False
273425569	-21.5517439	64.2231626	False
274370269	-21.8478974	64.1236413	False
274370465	-21.8462126	64.1246046	False
274376991	-21.8741269	64.1029502	False
274377055	-21.877237	64.1017044	False
274381702	-21.7895038	64.1246466	False
274382539	-21.7849237	64.1235433	False
277590776	-21.8185713	64.1308986	False
277590839	-21.8185591	64.1309329	False
278713078	-21.7726743	64.098808	False
278713079	-21.7758002	64.0980662	False
278713083	-21.7713578	64.1000125	False
278713084	-21.7717204	64.1001866	False
278713091	-21.7745735	64.1006654	False
278713094	-21.8069295	64.0951883	False
278713096	-21.8082722	64.0958714	False
278713098	-21.8384165	64.1239419	False
278713113	-21.8398295	64.122962	False
278773526	-21.827517	64.1230401	False
278773527	-21.8209957	64.1234486	False
278773531	-21.8169012	64.1230312	False
278773537	-21.8189396	64.123015	False
278773538	-21.8170152	64.1226246	False
278773539	-21.8185165	64.1226583	False
278773568	-21.8157046	64.1226097	False
278773570	-21.8204474	64.122995	False
278773581	-21.8217318	64.1221524	False
278773586	-21.8202879	64.1218241	False
278773592	-21.8224604	64.1228482	False
278773593	-21.8225253	64.1226103	False
278773594	-21.8225933	64.1223716	False
278773595	-21.8226426	64.1221432	False
278773596	-21.8227075	64.121926	False
278773598	-21.8238289	64.1226668	False
278773599	-21.8239348	64.122435	False
278773601	-21.8239499	64.122215	False
278773602	-21.8220257	64.1221093	False
278773603	-21.8240685	64.1219858	False
278773605	-21.8219977	64.1218948	False
278773606	-21.8248758	64.1229185	False
278773607	-21.8249021	64.1228114	False
278773623	-21.825317	64.1220612	False
278773646	-21.8263286	64.1221161	False
278773649	-21.8277557	64.1227049	False
278773660	-21.8277244	64.1215112	False
278773690	-21.8131291	64.1211054	False
278773756	-21.7985353	64.1189194	False
278773757	-21.7981866	64.1187327	False
278773758	-21.7887951	64.1172008	False
278773760	-21.7854645	64.1158826	False
278773761	-21.8075338	64.1203992	False
278773762	-21.8121522	64.1211073	True
278774382	-21.8212893	64.107945	False
279044694	-21.8771201	64.127368	True
279044696	-21.8792321	64.1269676	False
279311754	-21.7935357	64.1124492	False
280384331	-21.8754436	64.1133031	False
280384335	-21.8692611	64.1132731	False
280384861	-21.8843794	64.1199141	False
280384893	-21.8818128	64.1214212	False
280384928	-21.8805993	64.1227263	False
280596937	-21.8993593	64.123303	True
280597907	-21.9050118	64.114278	True
280597920	-21.904655	64.1146252	True
280629512	-21.9957573	64.1519342	False
280748158	-21.8096373	64.0919181	False
280785663	-21.8746579	64.1138853	True
280785751	-21.8752348	64.1142002	False
281356587	-21.8757512	64.1139127	True
281356887	-21.9284729	64.1261688	False
281356889	-21.9288466	64.1260751	False
281356890	-21.929709	64.1258217	False
281356892	-21.9287986	64.1261229	False
281358041	-21.8653599	64.1305571	False
281358042	-21.8669967	64.1307764	False
281358087	-21.8080734	64.093752	True
281358094	-21.8118693	64.0930299	False
281358098	-21.8130697	64.0967289	False
281358099	-21.8135155	64.0964846	False
281358510	-21.751029	64.0924623	False
281625880	-21.8125558	64.1102464	False
281625883	-21.815477	64.1103461	False
281625884	-21.8154673	64.110678	False
281625887	-21.8170288	64.1116505	False
281625889	-21.8191753	64.1113977	False
281626039	-21.8205489	64.1103996	False
281626054	-21.803526	64.1083677	False
281626055	-21.8044596	64.1084816	False
281626066	-21.8036808	64.1081345	False
281626233	-21.8307584	64.1208813	False
281626259	-21.8299261	64.1207595	False
281626264	-21.828999	64.1215734	False
281626279	-21.827013	64.1216668	False
281626378	-21.8261992	64.1216321	False
281626379	-21.8253488	64.1215908	False
281626386	-21.8263065	64.1212864	False
281626406	-21.8250315	64.1213466	False
281626423	-21.8230318	64.1207916	False
281626433	-21.8251092	64.1210273	False
281626461	-21.8266576	64.1202687	False
281626463	-21.8254213	64.1197448	False
281626476	-21.827383	64.1209331	False
281626477	-21.825158	64.120827	False
281626478	-21.8253112	64.1201972	False
281626493	-21.8229258	64.1203682	False
281626500	-21.8252675	64.1203766	False
281626696	-21.8363316	64.1035222	False
281626697	-21.8359482	64.1036253	False
281626859	-21.8441653	64.0992647	False
281626860	-21.8437443	64.0994888	False
281626863	-21.8417877	64.1005301	False
281626864	-21.8405206	64.0986934	False
281626901	-21.8447905	64.1019919	False
281626907	-21.8427261	64.0980305	False
281626950	-21.8415604	64.0977932	False
281789097	-21.8375974	64.0961582	False
281789105	-21.8393288	64.0975	False
281789151	-21.8369951	64.0965698	False
281789183	-21.8410314	64.09828	False
281789898	-21.8423464	64.09888	False
281790475	-21.8433607	64.0996929	False
281790771	-21.8423071	64.1002537	False
282156769	-21.9203031	64.1397194	True
282158341	-21.9240718	64.1319927	False
282158346	-21.9231897	64.1321187	False
282176698	-21.8204251	64.1213352	False
283529198	-21.8849643	64.1186588	False
285118104	-21.8749371	64.1367491	True
285118107	-21.8706949	64.1343121	True
285192907	-21.9093599	64.12703	False
285192913	-21.9091303	64.12691	False
285192919	-21.9094211	64.1267941	False
285192929	-21.909476	64.1270271	False
286082181	-21.8412721	64.1054286	False
286082182	-21.8391444	64.1049256	False
286082183	-21.8373819	64.1041731	False
286082184	-21.8430555	64.1027373	False
286082186	-21.8440901	64.1036067	False
286082187	-21.8417197	64.1050413	False
286082188	-21.8409376	64.1050059	False
286082189	-21.8418818	64.1043226	False
286082190	-21.8411044	64.1048828	False
286082194	-21.816156	64.110673	False
286082201	-21.8403522	64.1123414	False
286082203	-21.840331	64.1125128	False
286082207	-21.8271135	64.0989278	True
286323527	-21.9815777	64.0495163	False
286323528	-21.9813501	64.0495296	False
286323532	-21.9815565	64.0493123	False
286323535	-21.983414	64.0469174	True
286323547	-21.9810878	64.0424735	True
286323551	-21.9806112	64.0423202	True
286323552	-21.9805753	64.042493	True
286323554	-21.9809831	64.0423057	True
286323555	-21.9805594	64.0423486	True
286323557	-21.9797783	64.0404412	True
286323558	-21.9796535	64.0404801	True
286323559	-21.9796565	64.0406471	True
286323562	-21.9801553	64.0406137	True
286323564	-21.9800287	64.0404499	True
286323565	-21.9747264	64.0412106	True
286323566	-21.9749692	64.0411454	True
286323568	-21.9744651	64.0411587	True
286323573	-21.9636396	64.0425096	True
286323576	-21.9633976	64.0424924	True
286323592	-21.9626604	64.0438577	False
286323611	-21.9639297	64.0428095	False
286323612	-21.9646143	64.0435177	False
286325033	-21.9778624	64.0432466	False
286325034	-21.9782137	64.0424914	False
286367182	-21.9698645	64.0433278	False
286367183	-21.9651124	64.043867	False
286367184	-21.9671181	64.0435963	False
286367185	-21.9669488	64.0432387	False
286367186	-21.963186	64.0437766	False
286367204	-21.9748365	64.0534497	False
286367217	-21.9515731	64.0858798	False
286367220	-21.9511288	64.0858884	False
286367222	-21.9664941	64.0423687	False
286575245	-21.8726647	64.1121933	False
286731903	-21.8515277	64.1066893	False
286732389	-21.8419612	64.1061866	True
286732641	-21.8495924	64.1074865	False
286732646	-21.8486898	64.1067751	True
286732652	-21.8479348	64.1066751	True
286732866	-21.8499173	64.107115	True
286732895	-21.8518977	64.1072859	True
286733816	-21.8512683	64.1071723	True
286735173	-21.8412489	64.1060967	True
286735321	-21.8408602	64.1061362	True
286736055	-21.8351605	64.1038801	True
286736068	-21.831402	64.1011614	True
286736774	-21.8272314	64.0988366	True
286837542	-21.8384019	64.1133898	True
286837791	-21.845392	64.1139085	True
286838068	-21.8404274	64.1134482	True
286838075	-21.8404454	64.1133227	True
286885263	-21.8395273	64.1112445	False
286885264	-21.8373602	64.1112304	False
286885265	-21.8348973	64.1109857	False
286885266	-21.8373681	64.1109968	False
286885267	-21.8394855	64.1104837	False
286885270	-21.8395007	64.1120037	False
286885271	-21.8373344	64.1119906	False
286885272	-21.8330082	64.1119549	False
286891146	-21.8560521	64.117868	False
288037465	-21.9593844	64.1378211	False
288053475	-21.8461365	64.1291742	False
288053598	-21.8446579	64.0964072	False
288053600	-21.815537	64.1087509	False
288053602	-21.8155055	64.1097469	False
288053604	-21.8102942	64.1095764	False
288053606	-21.8102767	64.1101759	False
288053617	-21.8380392	64.1030628	False
288053619	-21.8375228	64.102677	False
289552881	-21.8238945	64.1244545	False
289723323	-21.8406265	64.1247385	False
289723324	-21.8401869	64.1247053	False
289723325	-21.8403346	64.1245449	False
289723326	-21.840678	64.124604	False
290048435	-21.8246922	64.1133789	True
290048482	-21.8231934	64.1129183	True
290048571	-21.8210131	64.1099008	True
290048586	-21.823773	64.1110168	True
290049357	-21.8223988	64.1141148	True
290049682	-21.837328	64.1131661	True
290263711	-21.8187394	64.1111029	False
290263712	-21.819354	64.1112632	False
290781660	-21.8837248	64.1308179	True
292773103	-21.7921877	64.0976014	True
292773109	-21.7929909	64.097533	True
292773111	-21.7931871	64.0978934	True
293218427	-21.8302025	64.0840687	True
293218434	-21.8290795	64.0841592	True
293544488	-21.8812562	64.1218924	False
293544493	-21.8808054	64.1224698	False
293544501	-21.883326	64.1227414	False
293544503	-21.8819715	64.1228629	False
293544506	-21.8844636	64.1229868	False
293544510	-21.8764714	64.1216206	False
293544511	-21.8813475	64.1217983	False
293544524	-21.8786834	64.1209331	False
293544525	-21.877523	64.1208753	False
293544526	-21.8823634	64.121098	False
293544527	-21.8829779	64.1207268	False
293544528	-21.8842793	64.1211319	False
293544529	-21.8850767	64.1207095	False
293544530	-21.8837516	64.1202844	False
293544531	-21.8852091	64.120226	False
293544534	-21.8842505	64.1204444	False
293544536	-21.8798386	64.1205459	False
293544537	-21.8798927	64.1202161	False
293544538	-21.8787553	64.1201683	False
293544539	-21.8835752	64.120381	False
293544544	-21.8800132	64.1194462	False
293544545	-21.8846945	64.1196254	False
293544546	-21.8876722	64.1187506	False
293544548	-21.8793519	64.1184402	False
293544568	-21.890598	64.1202881	False
293544569	-21.8885669	64.1202861	False
293544570	-21.8894109	64.1200058	False
293544571	-21.8894409	64.1202792	False
293731936	-21.6887222	64.1637636	True
293732125	-21.6882999	64.163596	True
293735687	-21.6956775	64.1664522	False
293964154	-21.9847826	64.0487285	True
293964167	-21.9849055	64.0484478	True
293964173	-21.9833548	64.0469488	True
293964175	-21.9830764	64.0469784	True
293964177	-21.983215	64.0467191	True
293964183	-21.9829557	64.0467478	True
293965935	-21.9860749	64.0505831	True
293965950	-21.9857969	64.0507733	True
293973944	-21.9803167	64.0519278	True
293973951	-21.9801483	64.0518746	True
293973956	-21.9798987	64.0518845	True
293973959	-21.9797539	64.0519511	True
293973966	-21.9798118	64.052109	True
293973980	-21.9701423	64.0535942	True
293973982	-21.9700384	64.0534214	True
293975512	-21.9741742	64.052981	True
293976106	-21.9695962	64.053471	True
293976873	-21.9884626	64.0460909	True
293976879	-21.9890461	64.0458925	True
293983031	-21.688711	64.1634898	True
293983132	-21.6884403	64.1635077	True
293983139	-21.6889282	64.1635771	True
293984611	-21.6891717	64.1632816	False
293984615	-21.6907737	64.1626468	False
293989166	-21.6910305	64.1616748	False
293989168	-21.6885888	64.1613529	False
293989237	-21.6895698	64.1610707	False
293989238	-21.6877951	64.1618048	False
294953547	-21.7101457	64.1575792	False
294953828	-21.7156585	64.1589137	False
294954036	-21.7177095	64.1580179	False
294954355	-21.7182349	64.1602063	False
295008140	-21.718369	64.1674684	False
295012933	-21.6960009	64.1665731	False
295181813	-21.727536	64.1648356	False
295254778	-21.7085552	64.1702468	False
295493616	-21.7211113	64.1685218	False
295495145	-21.7180142	64.1655815	False
295499663	-21.7218337	64.1679799	False
295786664	-21.8208193	64.1417533	False
295786665	-21.8160521	64.1406471	False
295786672	-21.8097124	64.1373179	False
295786685	-21.8092037	64.1371095	True
295786713	-21.8067242	64.140742	True
295786716	-21.8061372	64.1410499	False
295786717	-21.8062653	64.1411177	False
295797523	-21.7855303	64.1163703	False
295797661	-21.7979677	64.1193442	False
295797663	-21.7981405	64.1189294	False
295797665	-21.7983628	64.1189593	False
295800607	-21.6958952	64.1708009	False
295946245	-21.7027348	64.172061	False
296011249	-21.8904248	64.1239365	False
296298709	-21.7058657	64.1710851	False
296298987	-21.7052816	64.1709065	False
296299413	-21.7083506	64.1726848	False
296299440	-21.7062225	64.1705954	False
296299488	-21.7022004	64.1692754	False
296472466	-21.8209625	64.1402139	False
296472765	-21.8169831	64.1384346	False
296472768	-21.8121489	64.1366951	False
296473321	-21.8183163	64.139294	False
296473757	-21.8224197	64.1408199	False
296482155	-21.7836303	64.1527398	False
296494485	-21.6456066	64.1802072	True
296642162	-21.705482	64.1685071	False
296642524	-21.7063462	64.1687338	False
296694190	-21.8015337	64.1521803	True
296855329	-21.7205578	64.1627257	False
296856624	-21.6636697	64.1561627	False
296857868	-21.6581494	64.1539529	False
296857871	-21.656134	64.1541986	False
297098067	-21.6719662	64.1690534	False
297098068	-21.6717716	64.1691002	False
297098070	-21.6717187	64.1691622	False
297098483	-21.6677635	64.1690389	False
297098485	-21.6678587	64.1691511	False
297098488	-21.6681539	64.1691668	False
297098623	-21.6719598	64.1692875	False
297098625	-21.6722525	64.1691932	False
297100395	-21.6608681	64.1672605	False
297100937	-21.6605882	64.1674357	False
297100941	-21.6608836	64.167372	False
297100949	-21.6605634	64.167212	False
297156699	-21.7043106	64.1715699	False
297156852	-21.707414	64.1706025	False
297183643	-21.8489219	64.11291	False
297183780	-21.8528062	64.1125305	False
297184556	-21.8454441	64.1110061	False
297184664	-21.8453596	64.1117586	False
297184667	-21.8528585	64.11304	False
297185019	-21.8544198	64.1110586	False
297187452	-21.8494735	64.10794	False
297187453	-21.8490561	64.1101346	False
297187454	-21.8502573	64.1101924	False
297187776	-21.8506804	64.107773	False
297200936	-21.8748557	64.1145345	False
297200940	-21.8739199	64.1144079	False
297200959	-21.8860043	64.1145528	False
297200960	-21.8826193	64.1144474	False
297339863	-21.9116756	64.1090205	False
297342408	-21.9214736	64.0987109	False
297346520	-21.9203736	64.0993747	False
297348865	-21.6853284	64.1836909	False
297350197	-21.6889092	64.1829942	False
297350425	-21.6864061	64.1819426	False
297350494	-21.6846238	64.1824513	False
297460305	-21.8635636	64.1138667	False
297460581	-21.9191648	64.0979179	True
297791575	-21.9244614	64.1421006	False
297871990	-21.9534964	64.0627097	False
297872122	-21.9505324	64.0603581	False
297872135	-21.9643183	64.059321	True
297872343	-21.963566	64.056382	False
297872350	-21.9626203	64.0575738	False
297872408	-21.9587756	64.057619	False
297872411	-21.9613491	64.0573204	False
297872412	-21.9619992	64.0571479	False
297872448	-21.9641851	64.0587377	False
297872512	-21.958166	64.0584352	False
297872515	-21.9611013	64.0580209	False
297872516	-21.9616601	64.0580467	False
297872518	-21.9607442	64.0588876	False
297872617	-21.9535625	64.0604529	False
297872623	-21.9541238	64.0625862	False
297872681	-21.95266	64.060097	False
297872831	-21.9459421	64.0648523	False
297872832	-21.9466596	64.0653351	False
297872846	-21.9463999	64.0681055	False
297872847	-21.9467498	64.0684346	False
297872849	-21.9474444	64.0690849	False
297872949	-21.9486771	64.0719231	False
297873041	-21.9501539	64.0709315	False
297897204	-21.9044296	64.097588	False
297897205	-21.9029351	64.0974642	False
297897263	-21.9009765	64.0968008	False
297897264	-21.9000366	64.0957963	False
297897267	-21.9008427	64.0972207	False
297897304	-21.9166637	64.0982679	False
297897366	-21.9119964	64.095845	False
297897367	-21.9115914	64.096673	False
297897370	-21.9125943	64.0979594	False
297897428	-21.9111839	64.0872931	False
297897459	-21.911446	64.0858849	False
297897460	-21.9121402	64.0860373	False
297897462	-21.9086011	64.0868557	False
297897467	-21.9142702	64.0916923	False
297897469	-21.9068345	64.0885382	False
297897754	-21.9163621	64.0887378	False
297897757	-21.9135	64.0884491	False
297897890	-21.9008318	64.0969135	False
297897918	-21.9005749	64.0970109	False
297897973	-21.9006015	64.0971748	False
297898043	-21.900158	64.096935	False
297898080	-21.9003078	64.0970576	False
297898092	-21.899725	64.0967493	False
297898430	-21.8971765	64.0955819	False
297898432	-21.8994011	64.0961054	False
297898512	-21.9023629	64.0967459	False
297898513	-21.9008555	64.0961647	False
297898514	-21.9006845	64.0962087	False
297898547	-21.9022077	64.0971041	False
297898732	-21.9057693	64.09805	False
297898745	-21.9042785	64.0979165	False
297898749	-21.9031776	64.0969317	False
297898995	-21.8967894	64.0954723	False
297898997	-21.8943805	64.0951873	False
297899267	-21.9194721	64.0907309	False
297899459	-21.9076808	64.0987287	True
297899601	-21.9140702	64.0956129	False
297899679	-21.9191362	64.0967742	False
297899682	-21.9163385	64.0978657	False
297899691	-21.9161763	64.0970331	False
297899693	-21.9173488	64.0956995	False
297899695	-21.9157086	64.0963506	False
297899697	-21.9148406	64.0957828	False
297899716	-21.9183399	64.0961782	False
297899720	-21.9206105	64.0957255	False
297899730	-21.9194983	64.0952969	False
297899731	-21.9178793	64.0959439	False
297899732	-21.918832	64.0964147	False
297899762	-21.9186163	64.0947705	False
297899763	-21.9170699	64.0953768	False
297899782	-21.9099291	64.0957931	False
297899853	-21.9138897	64.0961595	False
297899854	-21.911976	64.0961284	False
297902811	-21.9747756	64.050752	False
297903213	-21.9771903	64.0376723	False
297903418	-21.9488132	64.0640288	False
297903421	-21.9460363	64.063823	False
297909838	-21.9141555	64.0967395	False
297909853	-21.9149963	64.09732	False
297909855	-21.9118897	64.0973998	False
297909860	-21.9150511	64.0979827	False
297909861	-21.912589	64.0979312	False
297910599	-21.9094836	64.096899	False
297910606	-21.9095276	64.0963459	False
297910607	-21.9116333	64.0963975	False
297910609	-21.9115535	64.0969459	False
297910720	-21.9107609	64.0980459	False
297910741	-21.9133029	64.0991031	False
297910743	-21.9124839	64.0988711	False
297910789	-21.9122921	64.0985925	False
297910802	-21.9128028	64.0985846	False
297910816	-21.9076337	64.0986299	True
297910866	-21.9124439	64.0987454	False
297911049	-21.9144169	64.0886931	False
297911159	-21.9097452	64.0855843	False
297911160	-21.910523	64.0857207	False
297911161	-21.9096012	64.0869911	False
297913286	-21.8906367	64.0949749	False
297913289	-21.8908156	64.0943191	False
297913290	-21.8941982	64.094609	False
297913301	-21.8911543	64.0936892	False
297913303	-21.8967213	64.0946242	False
297913314	-21.8954958	64.0930766	False
297913317	-21.8923302	64.0916911	False
297913320	-21.895082	64.0924754	False
297913328	-21.891675	64.092702	False
297913344	-21.8966234	64.0917468	False
297913347	-21.8947666	64.0914396	False
297913355	-21.8946628	64.0917289	False
297913358	-21.8927279	64.0909953	False
297913360	-21.8947585	64.0912942	False
297913406	-21.8946969	64.0907333	False
297913680	-21.8975112	64.0912759	False
297913689	-21.9023538	64.0925101	False
297913692	-21.9017822	64.0915949	False
297913707	-21.8983268	64.0935173	False
297913882	-21.9058813	64.0935101	False
298004160	-21.9182327	64.1362935	False
298090523	-21.9705513	64.0559478	False
298090532	-21.967459	64.0567666	False
298090962	-21.9787624	64.0594946	False
298090963	-21.9819286	64.0586614	False
298091488	-21.9789715	64.0569927	False
298091491	-21.9749315	64.0585396	False
298091565	-21.9777726	64.0605974	False
298091764	-21.9761297	64.0594231	False
298091765	-21.9749598	64.0597835	False
298091788	-21.9822451	64.0593056	False
298092008	-21.979598	64.055605	False
298092009	-21.9781056	64.0554467	False
298092032	-21.9848833	64.0565825	False
298092145	-21.982655	64.0567813	False
298092146	-21.9824485	64.056257	False
298092340	-21.98568	64.0587771	False
298092342	-21.9877859	64.0586148	False
298092384	-21.9887334	64.0583494	False
298092423	-21.988689	64.0593597	False
298092424	-21.984322	64.0576693	False
298092705	-21.9777574	64.0561481	False
298092707	-21.9762062	64.0559825	False
298092710	-21.9733252	64.056665	False
298092730	-21.9751309	64.0568184	False
298092732	-21.9734919	64.0574475	False
298092795	-21.9693685	64.0569039	False
298092796	-21.9710045	64.0580997	False
298092797	-21.974195	64.0572262	False
298092799	-21.9697523	64.058428	False
298092855	-21.970529	64.0565453	False
298092856	-21.9722661	64.0577689	False
298092922	-21.9718113	64.0562312	False
298094086	-21.9705978	64.0612269	False
298094091	-21.9656989	64.0610764	False
298094092	-21.968234	64.0616627	False
298094587	-21.9680802	64.0624171	False
298094634	-21.9533996	64.0643947	False
298094743	-21.9519113	64.0668088	True
298094970	-21.9554858	64.0694507	False
298094971	-21.9542175	64.0686138	False
298102530	-21.9487949	64.0576064	False
298102559	-21.949338	64.0556732	False
298102560	-21.9489484	64.0550829	False
298102565	-21.9486159	64.0549071	False
298102747	-21.9473466	64.0548332	False
298102748	-21.9475463	64.0545649	False
298102767	-21.9461946	64.0544604	False
298102964	-21.9461306	64.0529687	False
298103021	-21.9454265	64.0545369	False
298103806	-21.9408553	64.0538786	False
298103867	-21.9426375	64.0542573	False
298103872	-21.9442363	64.05377	False
298103972	-21.9433407	64.0539888	False
298104018	-21.9435479	64.0546517	False
298104163	-21.9441413	64.0544207	False
298104263	-21.939885	64.0546075	False
298104271	-21.939252	64.0560358	False
298104296	-21.9327658	64.0563557	False
298151052	-21.9600424	64.0542777	False
298151060	-21.9534111	64.0548821	False
298796464	-21.8642796	64.1292164	False
298829041	-21.8672135	64.1304367	False
298829045	-21.8674162	64.1304228	False
298829098	-21.867325	64.1305796	False
298898820	-21.8705617	64.1317526	False
298898824	-21.8703679	64.1315923	False
298898833	-21.8706827	64.131677	False
298898839	-21.8712209	64.1303991	False
298898851	-21.8709981	64.1303771	False
298898852	-21.8709267	64.1305159	False
298898879	-21.8705085	64.1314178	False
298903949	-21.8706186	64.1309673	False
298903981	-21.8679962	64.1306136	False
298903982	-21.8680463	64.1305448	False
299421896	-21.8169858	64.1020676	False
